query,sql,,,,,
Calculate the volume spike for Tesla,"SELECT symbol, date, volume, MAX(volume) OVER (ORDER BY date ROWS 19 PRECEDING) as max_vol_20, CASE WHEN volume = MAX(volume) OVER (ORDER BY date ROWS 19 PRECEDING) THEN 'Volume Spike' ELSE 'Normal' END as spike_status FROM stocks WHERE symbol = 'TSLA' AND date >= date('2025-09-03', '-30 days') ORDER BY date DESC",,,,,
What's the volume distribution for Amazon over the past month?,"SELECT symbol, CASE WHEN volume BETWEEN 0 AND 1000000 THEN '0-1M' WHEN volume BETWEEN 1000001 AND 5000000 THEN '1M-5M' WHEN volume BETWEEN 5000001 AND 10000000 THEN '5M-10M' ELSE '10M+' END as volume_range, COUNT(*) as days FROM stocks WHERE symbol = 'AMZN' AND date >= date('2025-09-03', '-30 days') GROUP BY volume_range ORDER BY MIN(volume)",,,,,
Show me the volume trend for Microsoft,"SELECT symbol, date, volume, AVG(volume) OVER (ORDER BY date ROWS 4 PRECEDING) as vol_5_avg, AVG(volume) OVER (ORDER BY date ROWS 19 PRECEDING) as vol_20_avg, CASE WHEN AVG(volume) OVER (ORDER BY date ROWS 4 PRECEDING) > AVG(volume) OVER (ORDER BY date ROWS 19 PRECEDING) THEN 'Increasing' ELSE 'Decreasing' END as volume_trend FROM stocks WHERE symbol = 'MSFT' AND date >= date('2025-09-03', '-30 days') ORDER BY date DESC",,,,,
Get the volume momentum for Netflix,"SELECT symbol, date, volume, (volume - LAG(volume, 5) OVER (ORDER BY date)) / LAG(volume, 5) OVER (ORDER BY date) * 100 as volume_momentum FROM stocks WHERE symbol = 'NFLX' AND date >= date('2025-09-03', '-30 days') ORDER BY date DESC",,,,,
Calculate the volume acceleration for Apple,"SELECT symbol, date, volume, ((volume - LAG(volume) OVER (ORDER BY date)) - (LAG(volume) OVER (ORDER BY date) - LAG(volume, 2) OVER (ORDER BY date))) / LAG(volume, 2) OVER (ORDER BY date) * 100 as volume_acceleration FROM stocks WHERE symbol = 'AAPL' AND date >= date('2025-09-03', '-30 days') ORDER BY date DESC",,,,,
Show me the volume patterns for Google,"SELECT symbol, date, volume, LAG(volume) OVER (ORDER BY date) as prev_volume, CASE WHEN volume > LAG(volume) OVER (ORDER BY date) * 1.2 THEN 'High Volume Day' WHEN volume < LAG(volume) OVER (ORDER BY date) * 0.8 THEN 'Low Volume Day' ELSE 'Normal Volume' END as volume_pattern FROM stocks WHERE symbol = 'GOOGL' AND date >= date('2025-09-03', '-30 days') ORDER BY date DESC",,,,,
What's the cumulative volume for Tesla over the past week?,"SELECT symbol, SUM(volume) as cumulative_volume FROM stocks WHERE symbol = 'TSLA' AND date >= date('2025-09-03', '-7 days') GROUP BY symbol",,,,,
Get the average volume by day of week for Amazon,"SELECT symbol, CASE CAST(strftime('%w', date) AS INTEGER) WHEN 0 THEN 'Sunday' WHEN 1 THEN 'Monday' WHEN 2 THEN 'Tuesday' WHEN 3 THEN 'Wednesday' WHEN 4 THEN 'Thursday' WHEN 5 THEN 'Friday' WHEN 6 THEN 'Saturday' END as day_of_week, AVG(volume) as avg_volume FROM stocks WHERE symbol = 'AMZN' AND date >= date('2025-09-03', '-90 days') GROUP BY day_of_week ORDER BY CAST(strftime('%w', date) AS INTEGER)",,,,,
Show me the pre-market gaps for Microsoft this week,"SELECT symbol, date, open, LAG(close) OVER (ORDER BY date) as prev_close, (open - LAG(close) OVER (ORDER BY date)) / LAG(close) OVER (ORDER BY date) * 100 as gap_percent FROM stocks WHERE symbol = 'MSFT' AND date >= date('2025-09-03', 'weekday 0', '-7 days') ORDER BY date DESC",,,,,
Calculate the gap fill percentage for Netflix,"SELECT symbol, COUNT(CASE WHEN (open > LAG(close) OVER (ORDER BY date) AND low <= LAG(close) OVER (ORDER BY date)) OR (open < LAG(close) OVER (ORDER BY date) AND high >= LAG(close) OVER (ORDER BY date)) THEN 1 END) * 100.0 / COUNT(*) as gap_fill_rate FROM stocks WHERE symbol = 'NFLX' AND date >= date('2025-09-03', '-90 days')",,,,,
What are the opening gaps for Apple in the last month?,"SELECT symbol, date, open, LAG(close) OVER (ORDER BY date) as prev_close, ABS(open - LAG(close) OVER (ORDER BY date)) / LAG(close) OVER (ORDER BY date) * 100 as gap_size, CASE WHEN open > LAG(close) OVER (ORDER BY date) THEN 'Gap Up' ELSE 'Gap Down' END as gap_direction FROM stocks WHERE symbol = 'AAPL' AND date >= date('2025-09-03', '-30 days') AND ABS(open - LAG(close) OVER (ORDER BY date)) / LAG(close) OVER (ORDER BY date) > 0.005 ORDER BY gap_size DESC",,,,,
Show me the intraday range for Google yesterday,"SELECT symbol, date, high, low, (high - low) as range, (high - low) / open * 100 as range_percent FROM stocks WHERE symbol = 'GOOGL' AND date = '2025-09-02'",,,,,
Get the weekly high and low for Tesla,"SELECT symbol, MIN(date) as week_start, MAX(date) as week_end, MAX(high) as week_high, MIN(low) as week_low FROM stocks WHERE symbol = 'TSLA' AND date >= date('2025-09-03', 'weekday 0', '-7 days') GROUP BY symbol",,,,,
Calculate the monthly performance for Amazon,"SELECT symbol, date, close, (SELECT close FROM stocks s2 WHERE s2.symbol = 'AMZN' AND s2.date = date('2025-09-03', 'start of month')) as month_start_price, (close - (SELECT close FROM stocks s3 WHERE s3.symbol = 'AMZN' AND s3.date = date('2025-09-03', 'start of month'))) / (SELECT close FROM stocks s4 WHERE s4.symbol = 'AMZN' AND s4.date = date('2025-09-03', 'start of month')) * 100 as month_performance FROM stocks WHERE symbol = 'AMZN' AND date = '2025-09-03'",,,,,
Show me the quarter-to-date performance for Microsoft,"SELECT symbol, date, close, (SELECT close FROM stocks s2 WHERE s2.symbol = 'MSFT' AND s2.date = '2025-07-01') as quarter_start_price, (close - (SELECT close FROM stocks s3 WHERE s3.symbol = 'MSFT' AND s3.date = '2025-07-01')) / (SELECT close FROM stocks s4 WHERE s4.symbol = 'MSFT' AND s4.date = '2025-07-01') * 100 as qtd_performance FROM stocks WHERE symbol = 'MSFT' AND date = '2025-09-03'",,,,,
What's the year-to-date performance for Netflix?,"SELECT symbol, date, close, (SELECT close FROM stocks s2 WHERE s2.symbol = 'NFLX' AND s2.date = '2025-01-01') as year_start_price, (close - (SELECT close FROM stocks s3 WHERE s3.symbol = 'NFLX' AND s3.date = '2025-01-01')) / (SELECT close FROM stocks s4 WHERE s4.symbol = 'NFLX' AND s4.date = '2025-01-01') * 100 as ytd_performance FROM stocks WHERE symbol = 'NFLX' AND date = '2025-09-03'",,,,,
Get the performance ranking of all stocks this month,"SELECT symbol, (close - month_start) / month_start * 100 as month_performance, RANK() OVER (ORDER BY (close - month_start) / month_start DESC) as performance_rank FROM (SELECT DISTINCT symbol, (SELECT close FROM stocks s2 WHERE s2.symbol = s1.symbol AND s2.date >= date('2025-09-03', 'start of month') ORDER BY date LIMIT 1) as month_start, (SELECT close FROM stocks s3 WHERE s3.symbol = s1.symbol AND s3.date = '2025-09-03') as close FROM stocks s1 WHERE symbol IN ('AAPL', 'GOOGL', 'AMZN', 'MSFT', 'NFLX', 'TSLA')) ORDER BY performance_rank",,,,,
Show me the best performing stock yesterday,"SELECT symbol, (close - open) / open * 100 as daily_performance FROM stocks WHERE date = '2025-09-02' ORDER BY daily_performance DESC LIMIT 1",,,,,
What's the worst performing stock this week?,"SELECT symbol, (friday_close - monday_open) / monday_open * 100 as weekly_performance FROM (SELECT symbol, (SELECT close FROM stocks s2 WHERE s2.symbol = s1.symbol AND s2.date >= date('2025-09-03', 'weekday 0', '-7 days') ORDER BY date DESC LIMIT 1) as friday_close, (SELECT open FROM stocks s3 WHERE s3.symbol = s1.symbol AND s3.date >= date('2025-09-03', 'weekday 0', '-7 days') ORDER BY date LIMIT 1) as monday_open FROM (SELECT DISTINCT symbol FROM stocks WHERE symbol IN ('AAPL', 'GOOGL', 'AMZN', 'MSFT', 'NFLX', 'TSLA')) s1) ORDER BY weekly_performance LIMIT 1",,,,,
Calculate the average return for all tech stocks,"SELECT AVG((close - LAG(close) OVER (PARTITION BY symbol ORDER BY date)) / LAG(close) OVER (PARTITION BY symbol ORDER BY date) * 100) as avg_daily_return FROM stocks WHERE symbol IN ('AAPL', 'GOOGL', 'AMZN', 'MSFT', 'NFLX', 'TSLA') AND date >= date('2025-09-03', '-30 days')",,,,,
Show me the sector performance comparison,"SELECT 'Tech' as sector, AVG((close - LAG(close) OVER (PARTITION BY symbol ORDER BY date)) / LAG(close) OVER (PARTITION BY symbol ORDER BY date) * 100) as avg_return FROM stocks WHERE symbol IN ('AAPL', 'GOOGL', 'MSFT') AND date >= date('2025-09-03', '-30 days') UNION ALL SELECT 'Consumer' as sector, AVG((close - LAG(close) OVER (PARTITION BY symbol ORDER BY date)) / LAG(close) OVER (PARTITION BY symbol ORDER BY date) * 100) as avg_return FROM stocks WHERE symbol IN ('AMZN', 'NFLX', 'TSLA') AND date >= date('2025-09-03', '-30 days')",,,,,
Get the market cap weighted performance,"SELECT SUM(close * shares_outstanding) / SUM(LAG(close) OVER (ORDER BY date) * shares_outstanding) - 1 as market_weighted_return FROM (SELECT symbol, date, close, 1000000 as shares_outstanding FROM stocks WHERE symbol IN ('AAPL', 'GOOGL', 'AMZN', 'MSFT', 'NFLX') AND date IN ('2025-09-03', '2025-09-02'))",,,,,
What's the equal weighted portfolio return?,"SELECT AVG(stock_return) as equal_weighted_return FROM (SELECT symbol, (close - LAG(close) OVER (PARTITION BY symbol ORDER BY date)) / LAG(close) OVER (PARTITION BY symbol ORDER BY date) as stock_return FROM stocks WHERE symbol IN ('AAPL', 'GOOGL', 'AMZN', 'MSFT', 'NFLX') AND date = '2025-09-03')",,,,,
Show me the risk-adjusted returns for Apple,"SELECT symbol, AVG(daily_return) as avg_return, STDDEV(daily_return) as volatility, AVG(daily_return) / STDDEV(daily_return) as risk_adjusted_return FROM (SELECT symbol, (close - LAG(close) OVER (ORDER BY date)) / LAG(close) OVER (ORDER BY date) as daily_return FROM stocks WHERE symbol = 'AAPL' AND date >= date('2025-09-03', '-90 days')) GROUP BY symbol",,,,,
Calculate the information ratio for Google,"SELECT symbol, (portfolio_return - benchmark_return) / tracking_error as information_ratio FROM (SELECT 'GOOGL' as symbol, AVG(googl_return) as portfolio_return, AVG(market_return) as benchmark_return, STDDEV(googl_return - market_return) as tracking_error FROM (SELECT (g.close - LAG(g.close) OVER (ORDER BY g.date)) / LAG(g.close) OVER (ORDER BY g.date) as googl_return, (m.avg_close - LAG(m.avg_close) OVER (ORDER BY g.date)) / LAG(m.avg_close) OVER (ORDER BY g.date) as market_return FROM stocks g JOIN (SELECT date, AVG(close) as avg_close FROM stocks WHERE symbol IN ('AAPL', 'GOOGL', 'AMZN', 'MSFT', 'NFLX') GROUP BY date) m ON g.date = m.date WHERE g.symbol = 'GOOGL' AND g.date >= date('2025-09-03', '-90 days')))",,,,,
What's the Sortino ratio for Tesla?,"SELECT symbol, (AVG(daily_return) * 252) / (sqrt(252) * sqrt(AVG(CASE WHEN daily_return < 0 THEN daily_return * daily_return ELSE 0 END))) as sortino_ratio FROM (SELECT symbol, (close - LAG(close) OVER (ORDER BY date)) / LAG(close) OVER (ORDER BY date) as daily_return FROM stocks WHERE symbol = 'TSLA' AND date >= date('2025-09-03', '-365 days')) GROUP BY symbol",,,,,
Get the Treynor ratio for Amazon,"SELECT symbol, (AVG(portfolio_return) * 252) / beta as treynor_ratio FROM (SELECT 'AMZN' as symbol, AVG(amzn_return) as portfolio_return, (COUNT(*) * SUM(amzn_return * market_return) - SUM(amzn_return) * SUM(market_return)) / (COUNT(*) * SUM(market_return * market_return) - SUM(market_return) * SUM(market_return)) as beta FROM (SELECT (a.close - LAG(a.close) OVER (ORDER BY a.date)) / LAG(a.close) OVER (ORDER BY a.date) as amzn_return, (m.avg_close - LAG(m.avg_close) OVER (ORDER BY a.date)) / LAG(m.avg_close) OVER (ORDER BY a.date) as market_return FROM stocks a JOIN (SELECT date, AVG(close) as avg_close FROM stocks WHERE symbol IN ('AAPL', 'GOOGL', 'AMZN', 'MSFT', 'NFLX') GROUP BY date) m ON a.date = m.date WHERE a.symbol = 'AMZN' AND a.date >= date('2025-09-03', '-180 days')))",,,,,
Show me the Jensen's alpha for Microsoft,"SELECT symbol, (AVG(portfolio_return) - risk_free_rate - beta * (market_return - risk_free_rate)) * 252 as jensen_alpha FROM (SELECT 'MSFT' as symbol, AVG(msft_return) as portfolio_return, AVG(market_return) as market_return, 0.05/252 as risk_free_rate, (COUNT(*) * SUM(msft_return * market_return) - SUM(msft_return) * SUM(market_return)) / (COUNT(*) * SUM(market_return * market_return) - SUM(market_return) * SUM(market_return)) as beta FROM (SELECT (m.close - LAG(m.close) OVER (ORDER BY m.date)) / LAG(m.close) OVER (ORDER BY m.date) as msft_return, (mkt.avg_close - LAG(mkt.avg_close) OVER (ORDER BY m.date)) / LAG(mkt.avg_close) OVER (ORDER BY m.date) as market_return FROM stocks m JOIN (SELECT date, AVG(close) as avg_close FROM stocks WHERE symbol IN ('AAPL', 'GOOGL', 'AMZN', 'MSFT', 'NFLX') GROUP BY date) mkt ON m.date = mkt.date WHERE m.symbol = 'MSFT' AND m.date >= date('2025-09-03', '-180 days')))",,,,,
Calculate the Calmar ratio for Netflix,"SELECT symbol, (AVG(daily_return) * 252) / ABS(max_drawdown) as calmar_ratio FROM (SELECT symbol, daily_return, MIN(running_return - MAX(running_return) OVER (ORDER BY date ROWS UNBOUNDED PRECEDING)) OVER () as max_drawdown FROM (SELECT symbol, date, (close - LAG(close) OVER (ORDER BY date)) / LAG(close) OVER (ORDER BY date) as daily_return, SUM((close - LAG(close) OVER (ORDER BY date)) / LAG(close) OVER (ORDER BY date)) OVER (ORDER BY date) as running_return FROM stocks WHERE symbol = 'NFLX' AND date >= date('2025-09-03', '-365 days')) GROUP BY symbol, daily_return) GROUP BY symbol",,,,,
What's the maximum favorable excursion for Apple?,"SELECT symbol, MAX((high - entry_price) / entry_price * 100) as max_favorable_excursion FROM (SELECT symbol, date, high, (SELECT close FROM stocks s2 WHERE s2.symbol = 'AAPL' AND s2.date = date('2025-09-03', '-30 days')) as entry_price FROM stocks WHERE symbol = 'AAPL' AND date >= date('2025-09-03', '-30 days')) GROUP BY symbol",,,,,
Get the maximum adverse excursion for Google,"SELECT symbol, MIN((low - entry_price) / entry_price * 100) as max_adverse_excursion FROM (SELECT symbol, date, low, (SELECT close FROM stocks s2 WHERE s2.symbol = 'GOOGL' AND s2.date = date('2025-09-03', '-30 days')) as entry_price FROM stocks WHERE symbol = 'GOOGL' AND date >= date('2025-09-03', '-30 days')) GROUP BY symbol",,,,,
Show me the profit factor for Tesla swing trading,"SELECT symbol, SUM(CASE WHEN daily_return > 0 THEN daily_return ELSE 0 END) / ABS(SUM(CASE WHEN daily_return < 0 THEN daily_return ELSE 0 END)) as profit_factor FROM (SELECT symbol, (close - LAG(close) OVER (ORDER BY date)) / LAG(close) OVER (ORDER BY date) as daily_return FROM stocks WHERE symbol = 'TSLA' AND date >= date('2025-09-03', '-90 days')) GROUP BY symbol",,,,,
Calculate the win rate for Amazon daily trades,"SELECT symbol, COUNT(CASE WHEN daily_return > 0 THEN 1 END) * 100.0 / COUNT(*) as win_rate FROM (SELECT symbol, (close - LAG(close) OVER (ORDER BY date)) / LAG(close) OVER (ORDER BY date) as daily_return FROM stocks WHERE symbol = 'AMZN' AND date >= date('2025-09-03', '-60 days')) GROUP BY symbol",,,,,
What's the average winning trade for Microsoft?,"SELECT symbol, AVG(daily_return) as avg_winning_trade FROM (SELECT symbol, (close - LAG(close) OVER (ORDER BY date)) / LAG(close) OVER (ORDER BY date) as daily_return FROM stocks WHERE symbol = 'MSFT' AND date >= date('2025-09-03', '-60 days')) WHERE daily_return > 0 GROUP BY symbol",,,,,
Show me the average losing trade for Netflix,"SELECT symbol, AVG(daily_return) as avg_losing_trade FROM (SELECT symbol, (close - LAG(close) OVER (ORDER BY date)) / LAG(close) OVER (ORDER BY date) as daily_return FROM stocks WHERE symbol = 'NFLX' AND date >= date('2025-09-03', '-60 days')) WHERE daily_return < 0 GROUP BY symbol",,,,,
Get the largest winning streak for Apple,"SELECT symbol, MAX(winning_streak) as max_winning_streak FROM (SELECT symbol, date, CASE WHEN daily_return > 0 THEN ROW_NUMBER() OVER (PARTITION BY grp ORDER BY date) ELSE 0 END as winning_streak FROM (SELECT symbol, date, (close - LAG(close) OVER (ORDER BY date)) / LAG(close) OVER (ORDER BY date) as daily_return, SUM(CASE WHEN (close - LAG(close) OVER (ORDER BY date)) / LAG(close) OVER (ORDER BY date) <= 0 THEN 1 ELSE 0 END) OVER (ORDER BY date) as grp FROM stocks WHERE symbol = 'AAPL' AND date >= date('2025-09-03', '-90 days'))) GROUP BY symbol",,,,,
Calculate the largest losing streak for Google,"SELECT symbol, MAX(losing_streak) as max_losing_streak FROM (SELECT symbol, date, CASE WHEN daily_return < 0 THEN ROW_NUMBER() OVER (PARTITION BY grp ORDER BY date) ELSE 0 END as losing_streak FROM (SELECT symbol, date, (close - LAG(close) OVER (ORDER BY date)) / LAG(close) OVER (ORDER BY date) as daily_return, SUM(CASE WHEN (close - LAG(close) OVER (ORDER BY date)) / LAG(close) OVER (ORDER BY date) >= 0 THEN 1 ELSE 0 END) OVER (ORDER BY date) as grp FROM stocks WHERE symbol = 'GOOGL' AND date >= date('2025-09-03', '-90 days'))) GROUP BY symbol",,,,,
Show me the expectancy for Tesla trading,"SELECT symbol, (win_rate * avg_win + (100 - win_rate) * avg_loss) / 100 as expectancy FROM (SELECT symbol, COUNT(CASE WHEN daily_return > 0 THEN 1 END) * 100.0 / COUNT(*) as win_rate, AVG(CASE WHEN daily_return > 0 THEN daily_return ELSE 0 END) as avg_win, AVG(CASE WHEN daily_return < 0 THEN daily_return ELSE 0 END) as avg_loss FROM (SELECT symbol, (close - LAG(close) OVER (ORDER BY date)) / LAG(close) OVER (ORDER BY date) as daily_return FROM stocks WHERE symbol = 'TSLA' AND date >= date('2025-09-03', '-90 days')) GROUP BY symbol)",,,,,
What's the Kelly criterion for Amazon position sizing?,"SELECT symbol, ((win_rate / 100) * avg_win - ((100 - win_rate) / 100) * ABS(avg_loss)) / avg_win as kelly_percentage FROM (SELECT symbol, COUNT(CASE WHEN daily_return > 0 THEN 1 END) * 100.0 / COUNT(*) as win_rate, AVG(CASE WHEN daily_return > 0 THEN daily_return * 100 ELSE 0 END) as avg_win, AVG(CASE WHEN daily_return < 0 THEN daily_return * 100 ELSE 0 END) as avg_loss FROM (SELECT symbol, (close - LAG(close) OVER (ORDER BY date)) / LAG(close) OVER (ORDER BY date) as daily_return FROM stocks WHERE symbol = 'AMZN' AND date >= date('2025-09-03', '-90 days')) GROUP BY symbol)",,,,,
Plot the closing price of Apple over the last 30 days,"SELECT date, close FROM stocks WHERE symbol = 'AAPL' AND date >= date('2025-09-03', '-30 days') ORDER BY date",,,,,
Plot the volume trend for Google over the past month,"SELECT date, volume FROM stocks WHERE symbol = 'GOOGL' AND date >= date('2025-09-03', '-30 days') ORDER BY date",,,,,
Create a candlestick chart for Tesla this week,"SELECT date, open, high, low, close FROM stocks WHERE symbol = 'TSLA' AND date >= date('2025-09-03', 'weekday 0', '-7 days') ORDER BY date",,,,,
Plot the daily returns for Amazon over 20 days,"SELECT date, (close - LAG(close) OVER (ORDER BY date)) / LAG(close) OVER (ORDER BY date) * 100 as daily_return FROM stocks WHERE symbol = 'AMZN' AND date >= date('2025-09-03', '-20 days') ORDER BY date",,,,,
